indicative_duration,location,mo1_gender,gender_no,mo2_age,mo3_education,mo4_madrassa,mo5_monthly_income,mo6_local_influence,mo7_basis_for_local_influence,mo8_current_occupation,ms1_impact,ms2_size_of_bribe,ms3_type_of_abuse,ms4_service_with_worst_problem,pd,selected_cohort,stone_name,surveyor,latitude,longitude
17,Kabul PD11 - (500) Family,Male,2,56 and older,University or post-graduate education,"Yes, some",I prefer not to say,No,None of the above,"Unemployed, unpaid worker or retired",Strong impact,"1,000 Afs",Payment of money,Obtaining a judgement,PD11,33,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.59062847,69.1511987
19,Kabul PD11 - (500) Family,Male,2,36 - 45,Primary education,No,6001 - 8000 AFN,No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.58587428,69.15030564
15,Kabul PD11 - (500) Family,Male,2,46 - 55,University or post-graduate education,"Yes, some","8001 - 10,000 AFN",No,None of the above,Professional / Manager,Strong impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.58594546,69.15029813
57,Kabul PD11 - (500) Family,Male,2,Up to 25,Secondary education / High School / Institute,No,I prefer not to say,No,None of the above,Other,Strong impact,No payment made,Delay of service,Driver license,PD11,33,Placeholder,Tablet 15 - Lutfullah (Kabul),34.5864746,69.14916874
35,Kabul PD11 - (500) Family,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Other,PD11,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.58659704,69.1485749
16,Kabul PD11 - (500) Family,Male,2,26 - 35,University or post-graduate education,"Yes, some","15,001 - 20,000 AFN",No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,Tashkera,PD11,31,Placeholder,Tablet 22 - Kamal (Kabul),34.58631578,69.14854062
24,Kabul PD11 - (500) Family,Male,2,36 - 45,Primary education,No,I prefer not to say,Yes,Senior Officer in the Afghan Army or Afghan National Police,"Unemployed, unpaid worker or retired",Strong impact,"1,000 Afs",Other (please specify below),Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.58484266,69.14838093
24,Kabul PD11 - (500) Family,Male,2,46 - 55,University or post-graduate education,"Yes, some","10,001 - 15,000 AFN",Yes,Respected and skilled artisan,Other,Extreme impact,No payment made,Delay of service,Filing a case with the courts,PD11,34,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.5845581,69.14830266
35,Kabul PD11 - Prozhe (5) Khair khana,Male,2,46 - 55,Secondary education / High School / Institute,No,"15,001 - 20,000 AFN",Yes,Senior Officer in the Afghan Army or Afghan National Police,Other,Extreme impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,34,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57121706,69.14815858
13,Kabul PD11 - (500) Family,Male,2,56 and older,Secondary education / High School / Institute,No,6001 - 8000 AFN,No,,Other,Almost no impact,"10,000 Afs",Payment of money,Tashkera,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.58672269,69.14760463
63,Kabul PD11 - (500) Family,Male,2,Up to 25,University or post-graduate education,"Yes, some","25,001 - 40,000 AFN",No,,Other,Extreme impact,"1,000,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.58672269,69.14760463
37,Kabul PD11 - (500) Family,Male,2,46 - 55,University or post-graduate education,No,"25,001 - 40,000 AFN",Yes,None of the above,Other,Almost no impact,No payment made,Other (please specify below),Reporting a offence/crime to the police,PD11,34,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.58672269,69.14760463
30,Kabul PD11 - (500) Family,Male,2,56 and older,Secondary education / High School / Institute,No,"10,001 - 15,000 AFN",Yes,Community Leader,Other,Extreme impact,"1,000 Afs",Payment of money,Other,PD11,34,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.58672269,69.14760463
13,Kabul PD11 - (500) Family,Male,2,26 - 35,University or post-graduate education,"Yes, some",2000 - 4000 AFN,No,None of the above,Other,Extreme impact,"1,000 Afs",Payment of money,Obtaining a judgement,PD11,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.58604069,69.14699775
34,Kabul PD11 - (500) Family,Male,2,36 - 45,I do not have any formal education,No,I prefer not to say,No,None of the above,Paid worker in any sector,Extreme impact,No payment made,Delay of service,Other,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.59013072,69.14639793
24,Kabul PD11 - Prohzhe Jaded (315),Male,2,26 - 35,Vocational training after Secondary / High School,No,I prefer not to say,No,,"Unemployed, unpaid worker or retired",Extreme impact,100 Afs,Payment of money,Obtaining a judgement,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.5874312,69.14621544
38,Kabul PD11 - Prohzhe Jaded (315),Male,2,Up to 25,Vocational training after Secondary / High School,"Yes, on a regular basis",I prefer not to say,No,,"Unemployed, unpaid worker or retired",Moderate impact,No payment made,Delay of service,Tashkera,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.5874312,69.14621544
25,Kabul PD11 - Prohzhe Jaded (315),Male,2,56 and older,I do not have any formal education,No,4001 - 6000 AFN,No,,Professional / Manager,Strong impact,No payment made,Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.5874312,69.14621544
24,Kabul PD11 - Gulaye Sinama,Male,2,56 and older,University or post-graduate education,No,"Less than 2,000 AFN",No,,Professional / Manager,Strong impact,"1,000,000 Afs",Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 20 - Shahbaz (Kabul),34.569291,69.14460369
20,Kabul PD11 - Gulaye Sinama,Male,2,26 - 35,I do not have any formal education,No,2000 - 4000 AFN,No,,Professional / Manager,Strong impact,No payment made,Payment of money,District office to obtain official documentation such as land ownership,PD11,32,Placeholder,Tablet 20 - Shahbaz (Kabul),34.5688432,69.14454649
,Kabul PD11 - Afsotar appartments,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, on a regular basis","8001 - 10,000 AFN",No,,Soldier in the Afghan Army,Strong impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 20 - Shahbaz (Kabul),34.5688432,69.14454649
,Kabul PD11 - Afsotar appartments,Male,2,26 - 35,Vocational training after Secondary / High School,"Yes, some",6001 - 8000 AFN,No,,Professional / Manager,Moderate impact,No payment made,Delay of service,Filing a case with the courts,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56802118,69.14446173
13,Kabul PD11 - Prohzhe Jaded (315),Male,2,46 - 55,University or post-graduate education,No,"10,001 - 15,000 AFN",Yes,Selected or elected representative (past or present),Other,Extreme impact,"100,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,34,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.58558625,69.1437539
12,Kabul PD11 - Prohzhe Jaded (315),Male,2,46 - 55,University or post-graduate education,No,"10,001 - 15,000 AFN",Yes,Selected or elected representative (past or present),Other,Extreme impact,"10,000 Afs",Payment of money,Other,PD11,34,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.58614201,69.14362246
27,Kabul PD11 - Prozhe Naw Abad Jadid,Male,2,Up to 25,University or post-graduate education,No,I prefer not to say,No,,Other,Strong impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 13 - Mukhlis (Kabul),34.58587266,69.14336868
26,Kabul PD11 - Prohzhe Jaded (315),Male,2,56 and older,I do not have any formal education,No,"8001 - 10,000 AFN",No,,Other,Moderate impact,No payment made,Delay of service,Other,PD11,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.58587266,69.14336868
20,Kabul PD11 - Prohzhe Jaded (315),Male,2,Up to 25,Secondary education / High School / Institute,No,"20,001 - 25,000 AFN",No,,Other,Strong impact,"10,000 Afs",Payment of money,Filing a case with the courts,PD11,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.58587266,69.14336868
12,Kabul PD11 - Prohzhe Jaded (315),Male,2,26 - 35,I do not have any formal education,No,"10,001 - 15,000 AFN",No,,Other,Extreme impact,"1,000 Afs",Payment of money,Other,PD11,32,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.58582822,69.14314432
,Kabul PD11 - Qala-e-Najara,Male,2,26 - 35,University or post-graduate education,No,I prefer not to say,Yes,Selected or elected representative (past or present),"Unemployed, unpaid worker or retired",Strong impact,"1,000 Afs",Payment of money,Driver license,PD11,34,Placeholder,Tablet 14 - Najeebullah (Kabul),34.5872837,69.14292768
44,Kabul PD11 - Prohzhe Jaded (315),Male,2,26 - 35,University or post-graduate education,"Yes, some","10,001 - 15,000 AFN",No,,Professional / Manager,Strong impact,"100,000 Afs",Payment of money,Driver license,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58801113,69.14269601
,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,46 - 55,Primary education,No,4001 - 6000 AFN,No,,Other,Extreme impact,"1,000,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 13 - Mukhlis (Kabul),34.58835567,69.14239227
20,Kabul PD11 - Prohzhe Jaded (315),Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,Yes,Selected or elected representative (past or present),Police,Extreme impact,"100,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.58473727,69.14171637
52,Kabul PD11 - Gulaye Sinama,Male,2,Up to 25,University or post-graduate education,No,I prefer not to say,No,None of the above,Other,Moderate impact,No payment made,Delay of service,Tashkera,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.56907137,69.14147381
42,Kabul PD11 - Gulaye Sinama,Male,2,26 - 35,University or post-graduate education,No,I prefer not to say,No,None of the above,"Unemployed, unpaid worker or retired",Strong impact,No payment made,Delay of service,Tashkera,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.56907137,69.14147381
35,Kabul PD11 - Gulaye Sinama,Male,2,26 - 35,Secondary education / High School / Institute,No,6001 - 8000 AFN,No,None of the above,Other,Extreme impact,100 Afs,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.56907137,69.14147381
23,Kabul PD11 - Gulaye Sinama,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, some","8001 - 10,000 AFN",No,None of the above,Paid worker in any sector,Extreme impact,100 Afs,Delay of service,Other,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.56907137,69.14147381
43,Kabul PD11 - Lisa Maryam,Male,2,Up to 25,University or post-graduate education,No,"20,001 - 25,000 AFN",No,,Other,Extreme impact,100 Afs,Payment of money,Other,PD11,,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.56772056,69.14090356
25,Kabul PD11 - Gulaye Sinama,Male,2,36 - 45,University or post-graduate education,"Yes, some","25,001 - 40,000 AFN",No,,Professional / Manager,Strong impact,100 Afs,Payment of money,Obtaining a judgement,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56868872,69.14061468
42,Kabul PD11 - Gulaye Sinama,Male,2,26 - 35,University or post-graduate education,"Yes, some",I prefer not to say,No,,"Unemployed, unpaid worker or retired",Moderate impact,No payment made,Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56868872,69.14061468
,Kabul PD11 - Gulaye Sinama,Male,2,26 - 35,Vocational training after Secondary / High School,No,"8001 - 10,000 AFN",No,,Paid worker in any sector,Moderate impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56868872,69.14061468
66,Kabul PD11 - Gulaye Sinama,Male,2,56 and older,University or post-graduate education,"Yes, some",I prefer not to say,Yes,Respected and skilled artisan,Professional / Manager,Strong impact,"1,000 Afs",Payment of money,Obtaining a judgement,PD11,34,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56868872,69.14061468
30,Kabul PD11 - Prozhe Naw Abad Jadid,Male,2,26 - 35,Primary education,"Yes, some","10,001 - 15,000 AFN",No,,Professional / Manager,Extreme impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.59363187,69.13992968
27,Kabul PD11 - Prozhe Naw Abad Jadid,Male,2,Up to 25,University or post-graduate education,"Yes, on a regular basis",I prefer not to say,No,,Professional / Manager,Strong impact,No payment made,Refusal of service,Tashkera,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.59363187,69.13992968
60,Kabul PD11 - Prozhe Naw Abad Jadid,Male,2,Up to 25,University or post-graduate education,"Yes, some",2000 - 4000 AFN,No,,Professional / Manager,Extreme impact,100 Afs,Delay of service,Tashkera,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.59363187,69.13992968
32,Kabul PD11 - Prozhe Naw Abad Jadid,Male,2,56 and older,University or post-graduate education,"Yes, some","10,001 - 15,000 AFN",No,,Professional / Manager,Extreme impact,"1,000 Afs",Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.59363187,69.13992968
10,Kabul PD11 - Gulaye Sinama,Male,2,26 - 35,I do not have any formal education,No,"10,001 - 15,000 AFN",No,,Other,Extreme impact,"1,000 Afs",Payment of money,Other,PD11,,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57117963,69.13989649
11,Kabul PD11 - Gulaye Sinama,Male,2,Up to 25,University or post-graduate education,No,I prefer not to say,No,,Other,Extreme impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57141019,69.13951142
9,Kabul PD11 - Gulaye Sinama,Male,2,36 - 45,University or post-graduate education,"Yes, some","More than 40,000 AFN",No,,Other,Extreme impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57148971,69.13937055
8,Kabul PD11 - Qala-e-Najara,Male,2,36 - 45,Secondary education / High School / Institute,No,"10,001 - 15,000 AFN",No,,Other,Moderate impact,"1,000 Afs",Payment of money,Other,PD11,,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57165281,69.13831885
10,Kabul PD11 - Prozhe Naw Abad Jadid,Male,2,26 - 35,University or post-graduate education,No,I prefer not to say,No,,Other,Extreme impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.5915639,69.1380535
33,Kabul PD11 - Qala-e-Najara,Male,2,Up to 25,University or post-graduate education,No,I prefer not to say,No,None of the above,Paid worker in any sector,Strong impact,No payment made,Delay of service,Obtaining a judgement,PD11,,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57302807,69.13784931
25,Kabul PD11 - Qala-e-Najara,Male,2,36 - 45,Primary education,No,I prefer not to say,Yes,None of the above,Other,Strong impact,100 Afs,Delay of service,Tashkera,PD11,,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57302807,69.13784931
23,Kabul PD11 - Qala-e-Najara,Male,2,Up to 25,University or post-graduate education,No,I prefer not to say,Yes,"Respected professional (e.g. Educational, Medical, Technical)",Other,Strong impact,"10,000 Afs",Payment of money,Tashkera,PD11,,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57302807,69.13784931
57,Kabul PD11 - Qala-e-Najara,Male,2,56 and older,Primary education,"Yes, some",6001 - 8000 AFN,Yes,None of the above,Member of Shura or CDC,Extreme impact,No payment made,Delay of service,Other,PD11,,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57302807,69.13784931
25,Kabul PD11 - Qala-e-Najara,Male,2,46 - 55,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,"1,000 Afs",Delay of service,Filing a case with the courts,PD11,,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57302807,69.13784931
8,Kabul PD11 - Prozhe Naw Abad,Male,2,56 and older,Primary education,No,"8001 - 10,000 AFN",No,,Other,Extreme impact,"1,000 Afs",Payment of money,Other,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.59120895,69.13770258
8,Kabul PD11 - Prozhe Naw Abad Jadid,Male,2,Up to 25,Secondary education / High School / Institute,No,"10,001 - 15,000 AFN",No,,Other,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.59080182,69.13747296
23,Kabul PD11 - Qala-e-Najara,Male,2,36 - 45,Secondary education / High School / Institute,"Yes, some","8001 - 10,000 AFN",No,,Professional / Manager,Extreme impact,No payment made,Delay of service,Vehicle registration,PD11,,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56966056,69.13735726
19,Kabul PD11 - Qala-e-Najara,Male,2,36 - 45,Secondary education / High School / Institute,"Yes, some","15,001 - 20,000 AFN",No,,Professional / Manager,Extreme impact,100 Afs,Delay of service,Tashkera,PD11,,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56966056,69.13735726
46,Kabul PD11 - Qala-e-Najara,Male,2,56 and older,Secondary education / High School / Institute,"Yes, some","8001 - 10,000 AFN",No,,Professional / Manager,Extreme impact,"10,000 Afs",Delay of service,Reporting a offence/crime to the police,PD11,,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56966056,69.13735726
26,Kabul PD11 - Qala-e-Najara,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some","8001 - 10,000 AFN",No,Selected or elected representative (past or present),Professional / Manager,Extreme impact,"10,000 Afs",Delay of service,Obtaining a judgement,PD11,,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56600738,69.1371554
29,Kabul PD11 - Qala-e-Najara,Male,2,26 - 35,University or post-graduate education,"Yes, some","25,001 - 40,000 AFN",No,,Professional / Manager,Extreme impact,"10,000 Afs",Refusal of service,Filing a case with the courts,PD11,,Placeholder,Tablet 14 - Najeebullah (Kabul),34.56600738,69.1371554
31,Kabul PD11 - Gulaye Sinama,Male,2,26 - 35,University or post-graduate education,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,No payment made,Delay of service,Other,PD11,,Placeholder,Tablet 15 - Lutfullah (Kabul),34.56802103,69.13707523
12,Kabul PD11 - Lisa Maryam,Male,2,Up to 25,I do not have any formal education,No,"8001 - 10,000 AFN",No,,Professional / Manager,Moderate impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.5794315,69.13644221
26,Kabul PD11 - Lisa Maryam,Male,2,36 - 45,I do not have any formal education,No,6001 - 8000 AFN,No,,Paid worker in any sector,Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.5794315,69.13644221
22,Kabul PD11 - Prohzhe Jaded (315),Male,2,Up to 25,University or post-graduate education,"Yes, some",I prefer not to say,No,,"Unemployed, unpaid worker or retired",Extreme impact,"10,000 Afs",Payment of money,Obtaining a judgement,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.53443766,69.13632997
28,Kabul PD11 - Hase Awal Khair Khana,Male,2,46 - 55,Primary education,"Yes, some","Less than 2,000 AFN",No,None of the above,Paid worker in any sector,Moderate impact,No payment made,Payment of money,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.58125315,69.1363028
15,Kabul PD11 - Sare Kotal Khair khana,Male,2,26 - 35,I do not have any formal education,No,6001 - 8000 AFN,No,Business owner (with paid workers),Paid worker in any sector,Almost no impact,No payment made,Payment of money,Other,PD11,31,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57981546,69.13624275
15,Kabul PD11 - Sare Kotal Khair khana,Male,2,46 - 55,Primary education,No,6001 - 8000 AFN,No,"Respected professional (e.g. Educational, Medical, Technical)",Professional / Manager,Almost no impact,No payment made,Delay of service,Tashkera,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57981546,69.13624275
17,Kabul PD11 - Hase Awal Khair Khana,Male,2,46 - 55,Primary education,No,I prefer not to say,No,None of the above,Paid worker in any sector,Moderate impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57981546,69.13624275
43,Kabul PD11 - Hase Awal Khair Khana,Male,2,36 - 45,I do not have any formal education,"Yes, some",I prefer not to say,No,None of the above,Other,Strong impact,"1,000 Afs",Refusal of service,Other,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57981546,69.13624275
29,Kabul PD11 - Hase Awal Khair Khana,Male,2,26 - 35,Secondary education / High School / Institute,No,I prefer not to say,No,None of the above,Other,Extreme impact,"1,000 Afs",Payment of money,Vehicle registration,PD11,33,Placeholder,Tablet 10 - Mohammad Nabi (Kabul),34.57981546,69.13624275
11,Kabul PD11 - Lisa Maryam,Male,2,26 - 35,Primary education,No,6001 - 8000 AFN,No,,Professional / Manager,Strong impact,"10,000 Afs",Delay of service,Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 13 - Mukhlis (Kabul),34.58126079,69.13612833
18,Kabul PD11 - Lisa Maryam,Male,2,36 - 45,I do not have any formal education,No,"Less than 2,000 AFN",No,,Paid worker in any sector,Moderate impact,"10,000 Afs",Delay of service,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 20 - Shahbaz (Kabul),34.57999258,69.13602606
,Kabul PD11 - Hase Awal Khair Khana,Male,2,26 - 35,Vocational training after Secondary / High School,"Yes, some","25,001 - 40,000 AFN",No,,"Unemployed, unpaid worker or retired",Strong impact,100 Afs,Payment of money,Tashkera,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58176962,69.13571937
23,Kabul PD11 - Lisa Maryam,Male,2,Up to 25,University or post-graduate education,"Yes, some","10,001 - 15,000 AFN",No,,Professional / Manager,Moderate impact,No payment made,Delay of service,District office to obtain official documentation such as land ownership,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58176962,69.13571937
32,Kabul PD11 - Lisa Maryam,Male,2,56 and older,Vocational training after Secondary / High School,No,2000 - 4000 AFN,No,,"Unemployed, unpaid worker or retired",Moderate impact,No payment made,Delay of service,District office to obtain official documentation such as land ownership,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.58176962,69.13571937
33,Kabul PD11 - Lisa Maryam,Male,2,26 - 35,I do not have any formal education,"Yes, some",6001 - 8000 AFN,No,,Professional / Manager,Moderate impact,No payment made,Delay of service,Driver license,PD11,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.58101498,69.1333257
37,Kabul PD11 - Lisa Maryam,Male,2,26 - 35,I do not have any formal education,No,4001 - 6000 AFN,No,,Paid worker in any sector,Strong impact,No payment made,Delay of service,Driver license,PD11,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.58101498,69.1333257
18,Kabul PD11 - Afsotar appartments,Male,2,26 - 35,I do not have any formal education,"Yes, some","8001 - 10,000 AFN",No,,Other,Strong impact,"10,000 Afs",Payment of money,Other,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.56278751,69.13169487
14,Kabul PD11 - Qala-e-Najara,Male,2,26 - 35,I do not have any formal education,No,"Less than 2,000 AFN",No,,Professional / Manager,Strong impact,100 Afs,Delay of service,District office to obtain official documentation such as land ownership,PD11,33,Placeholder,Tablet 20 - Shahbaz (Kabul),34.57246614,69.13023113
21,Kabul PD11 - Qala-e-Najara,Male,2,36 - 45,Vocational training after Secondary / High School,"Yes, some","10,001 - 15,000 AFN",No,,Professional / Manager,Strong impact,100 Afs,Payment of money,Obtaining a judgement,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.57065913,69.13002374
16,Kabul PD11 - Qala-e-Najara,Male,2,26 - 35,Vocational training after Secondary / High School,"Yes, some","10,001 - 15,000 AFN",No,,Professional / Manager,Strong impact,"1,000 Afs",Payment of money,Vehicle registration,PD11,31,Placeholder,Tablet 14 - Najeebullah (Kabul),34.57065913,69.13002374
20,Kabul PD11 - Qala-e-Najara,Male,2,26 - 35,Vocational training after Secondary / High School,No,"8001 - 10,000 AFN",No,,Professional / Manager,Moderate impact,No payment made,Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.57065913,69.13002374
38,Kabul PD11 - Qala-e-Najara,Male,2,56 and older,University or post-graduate education,"Yes, some",4001 - 6000 AFN,No,,"Unemployed, unpaid worker or retired",Extreme impact,No payment made,Delay of service,Obtaining a judgement,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.57065913,69.13002374
9,Kabul PD11 - Qala-e-Najara,Male,2,36 - 45,Primary education,No,"15,001 - 20,000 AFN",No,,Other,Extreme impact,"10,000 Afs",Payment of money,Other,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57231332,69.12907549
13,Kabul PD11 - Qala-e-Najara,Male,2,26 - 35,University or post-graduate education,No,I prefer not to say,Yes,"Judge or senior official in district, provincial or national Government",Other,Extreme impact,"10,000 Afs",Payment of money,Other,PD11,34,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57231332,69.12907549
8,Kabul PD11 - Qala-e-Najara,Male,2,Up to 25,University or post-graduate education,"Yes, some","10,001 - 15,000 AFN",Yes,None of the above,Other,Extreme impact,"1,000 Afs",Payment of money,Other,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.57150496,69.12889171
22,Kabul PD11 - Qala-e-Najara,Male,2,36 - 45,Vocational training after Secondary / High School,"Yes, on a regular basis","Less than 2,000 AFN",No,,Other,Strong impact,Larger,Payment of money,Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 20 - Shahbaz (Kabul),34.57079843,69.12882502
9,Kabul PD11 - Qala-e-Najara,Male,2,36 - 45,Secondary education / High School / Institute,No,I prefer not to say,No,,Other,Extreme impact,"1,000 Afs",Payment of money,Tashkera,PD11,31,Placeholder,Tablet 20 - Shahbaz (Kabul),34.57130617,69.12863983
,Kabul PD11 - Gulaye Sinama,Male,2,26 - 35,University or post-graduate education,"Yes, some",I prefer not to say,No,,"Unemployed, unpaid worker or retired",Moderate impact,No payment made,Delay of service,Driver license,PD11,33,Placeholder,Tablet 14 - Najeebullah (Kabul),34.57094205,69.12856303
52,Kabul PD11 - Qala-e-Najara,Male,2,46 - 55,Primary education,"Yes, some","Less than 2,000 AFN",No,,Professional / Manager,Strong impact,100 Afs,Delay of service,District office to obtain official documentation such as land ownership,PD11,33,Placeholder,Tablet 20 - Shahbaz (Kabul),34.57124377,69.12847756
56,Kabul PD11 - Qala-e-Najara,Male,2,36 - 45,I do not have any formal education,"Yes, some",I prefer not to say,No,,Other,Strong impact,"1,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,32,Placeholder,Tablet 20 - Shahbaz (Kabul),34.57259174,69.12832496
8,Kabul PD11 - Prozhe (5) Khair khana,Male,2,Up to 25,Secondary education / High School / Institute,No,"25,001 - 40,000 AFN",No,,Other,Extreme impact,"10,000 Afs",Delay of service,Other,PD11,31,Placeholder,Tablet 06 - Shahir Ahmad (Kabul),34.59739598,69.12679555
